Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Sbh 2 Homeowners' Association,0036792005-4,REG,94,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Sbh 3 Homeowners' Association,0645822005-6,REG,127,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Sbh 4 Homeowners' Association,0777072005-4,REG,154,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sbh 5 Homeowners' Association,0797952006-5,REG,124,(702) 933-7764,Real Properties Mgmt Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MGMT GROUP,po box 95606,real propertie mgmt group,7029337764,real propertie management group,real propertie management group,real propertie management group,True
Sbh 6 Homeowners' Association,0323002012-8,REG,100,(702) 933-7764,"Real Properties Management Group, Inc.",Po Box 95606,Las Vegas,NV,89193,Clark,"REAL PROPERTIES MANAGEMENT GROUP, INC.",po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sbh 7 Homeowners' Association,0299332014-8,REG,104,(702) 933-7764,Real Properties Management Group Inc,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP INC,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sbh 8 Homeowners' Association,0590642015-0,REG,97,(702) 933-7764,"Real Properties Management Group, Inc.",3077 E Warm Springs,Las Vegas,NV,89120,Clark,"REAL PROPERTIES MANAGEMENT GROUP, INC.",3077 e warm spring,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sbh 9 Homeowners' Association,0428752017-8,REG,112,(702) 933-7764,"Real Properties Management Group, Inc.",Po Box 95606,Las Vegas,NV,89193,Clark,"REAL PROPERTIES MANAGEMENT GROUP, INC.",po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sbh Boulder Hills Estates Homeowners' Association,0464062018-0,REG,127,(702) 933-7764,Real Properties Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Scarlet & Grey Homeowners Association,5685-1986,REG,44,(702) 434-5890,Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,GRISWOLD REAL ESTATE MANAGEMENT,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,False
Scarlet Crossing Association,8615-2004,REG,89,(702) 942-2500,Community Management Group,2450 Box Canyon Drive,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon drive,community management group,7029422500,community management group,community management group,community management group,False
Scarlett Canyon Homeowners Association,13370-1998,SUB,73,(702) 933-7764,Real Property Management Group,Po Box 95606,Las Vegas,NV,89120,Clark,REAL PROPERTY MANAGEMENT GROUP,po box 95606,real property management group,7029337764,real propertie management group,real propertie management group,real property management group,False
Scenic Brook Estates Community Association,0208002015-1,REG,20,(702) 982-0430,Desert Community Management Llc,5550 Painted Mirage Rd Ste 120,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT LLC,5550 painted mirage rd,desert community management,7029820430,desert community management,adept management service,desert community management,False
Scenic View Townhomes Owners' Association,6058-1997,REG,75,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Scotch Pine Homeowners Association,14623-2000,REG,44,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Scots Pine At Summerlin Homeowners Association,0254312018-7,SUB,103,(702) 515-2042,"Thoroughbred Management, Inc.",2555 W Cheyenne,N Las Vegas,NV,89032,Clark,"THOROUGHBRED MANAGEMENT, INC.",2555 w cheyenne,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Scottsdale Place Homeowners Association,1271-1988,REG,92,(702) 754-6313,Sierra Community Management,6280 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark,SIERRA COMMUNITY MANAGEMENT,6280 s valley view blvd,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
Scottsdale Points Homeowner Association,10568-1991,REG,184,(702) 362-0318,"Performance Cam, Llc",5135 Camino Al Norte Ste 100,N Las Vegas,NV,89031,Clark,"PERFORMANCE CAM, LLC",5135 camino al norte,performance cam,7023620318,performance cam,performance cam,performance cam,False
Scottsdale Valley Homeowners Association,18614-1995,REG,120,(702) 851-7660,Nicklin Property Management & Investments Inc,375 N Stephanie St Ste 911-B,Henderson,NV,89074,Clark,NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Se'Villa Community Association,6089-1991,SUB,80,(702) 982-0430,Desert Community Management,6240 N Durango Dr Ste 115,Las Vegas,NV,89149,Clark,DESERT COMMUNITY MANAGEMENT,6240 n durango dr,desert community management,7029820430,desert community management,desert community management,desert community management,False
Seasons At Aliante Community Association,10763-2003,SUB,148,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
"Seasons Homeowners Association, The",2300-2002,REG,380,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
"Section Seven Community Association, The",9438-1986,MSTR,2374,(702) 222-2391,"Nevada Community Management, Llc",9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,"NEVADA COMMUNITY MANAGEMENT, LLC",9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,False
Sedona @ Summerlin North,SAME AS MASTER,SAM,172,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Sedona Homeowners Association,14089-1999,SUB,69,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Sedona Ranch Homeowners Association,2251272019-4,REG,178,(702) 515-2042,Thoroughbred Management Inc,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT INC,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Sedona Ranch West Community Association,0410792018-3,REG,500,(702) 361-6640,Olympia Management Services,11411 Southern Highlands Pkwy Ste.100,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,7023616640,olympia management service,olympia management service,olympia management service,False
Sedona Sw Homeowners' Association,0476622012-6,REG,117,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
"Sedona Village Community Association, The",9901-1997,REG,79,(702) 284-4434,"Western Nevada Management, Inc",255 W Peckham Ln Ste 2,Reno,NV,89509,Washoe,"WESTERN NEVADA MANAGEMENT, INC",255 w peckham ln,western nevada management,7022844434,western nevada management,western nevada management,western nevada management,False
Segovia Community Association,0279912014-4,SUB,127,(702) 433-0149,Level Community Management,8966 Spanish Ridge Ave #100,Las Vegas,NV,89148,Clark,LEVEL COMMUNITY MANAGEMENT,8966 spanish ridge ave 100,level property management,7024330149,level property management,level property management,level property management,False
Seneca Falls Ii Homeowners Association,21926-2000,REG,90,(702) 795-3344,Associa Nevada South,7670 W. Lake Mead Blvd Ste 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Seneca Falls Owners' Association,13119-2000,REG,186,(702) 795-3344,Associa Nevada South,3675 W Cheyenne Ave Ste 100,Las Vegas,NV,89032,Clark,ASSOCIA NEVADA SOUTH,3675 w cheyenne ave,associa,7027953344,associa,associa,associa,False
Seneca Falls V Homeowners Association,18120-2003,REG,19,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Senna Community Homeowners' Association,23443-2004,REG,84,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Sentosa Homeowners Association,12861-1996,SUB,212,(702) 737-3360,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027373360,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Sequoia @ Summerlin North,SAME AS MASTER,SAM,181,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Sequoia Homeowners Association,28576-2002,REG,212,(702) 795-3344,Associa Nevada South,7670 W. Lake Mead Blvd Ste 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Sequoia Village Homeowners Association,4009-1980,REG,96,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Douglas,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Serena Springs Homeowners Association,17435-2004,REG,107,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Serenada @ Mountain'S Edge,SAME AS MASTER,SAM,57,(702) 457-6362,Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark,CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 blue diamond rd,capital consultant management,7024576362,capital consultant management,capital consultant management,capital consultant management,False
Serenade Homeowners Association,9225-1992,REG,180,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande,prime community management,7028690937,prime community management,prime community management,prime community management,False
Serenata @ Aliante,SAME AS MASTER,SAM,147,(702) 638-7770,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7026387770,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Serenata @ Summerlin North,SAME AS MASTER,SAM,95,(702) 838-5500,Summerlin Community Management,2120 Snow Trail,Las Vegas,NV,89134,Clark,SUMMERLIN COMMUNITY MANAGEMENT,2120 snow trail,summerlin community management,7028385500,summerlin community management,summerlin community management,summerlin community management,False
Serene Canyon Homeowners Association,0085402017-2,REG,145,(702) 531-3382,Camco,P O Box 400518,Las Vegas,NV,89140,Clark,CAMCO,p o box 400518,camco,7025313382,camco,camco,camco,False
Serene Falls Homeowners Association,2980152019-5,REG,28,(702) 515-2042,"Thoroughbred Management, Inc.",2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,"THOROUGHBRED MANAGEMENT, INC.",2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Serene Ranch Homeowners Association,0006142019-7,REG,402,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Serenity Bay Homeowners Association,0324232018-2,REG,31,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Serenity Homeowners Association,25805-1998,REG,139,(702) 222-2391,"Nevada Community Management, Llc",9500 W Flamingo Rd Ste 204,Las Vegas,NV,89147,Clark,"NEVADA COMMUNITY MANAGEMENT, LLC",9500 w flamingo rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,False
Serenity Ridge Homeowners Association,0413332012-6,MSTR,158,(702) 301-2353,Cannon Management,"6349 Riverside Avenue, 2Nd Floor",Riverside,CA,92506,,CANNON MANAGEMENT,6349 riverside ave 2nd floor,cannon management,7023012353,cannon management,cannon management,cannon management,False
Serrano Community Association,10353-2004,SUB,59,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Setona Homeowners Association,9308-2001,SUB,130,(702) 835-6905,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356905,the management trust,the management trust,the management trust,False
Seven Hills Master Community Association,11085-1995,MSTR,2973,(702) 933-7764,"Real Properties Management Group, Inc",3077 E. Warm Springs Rd,Las Vegas,NV,89193,Clark,"REAL PROPERTIES MANAGEMENT GROUP, INC",3077 e warm spring rd,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Sevilla Homeowners Association,0273722006-5,REG,128,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Seville Etage Homeowners Association,28512-2004,SUB,227,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Shadow Creek Manor Homeowners Association,12783-2004,REG,91,(702) 990-9707,Kallfelz Team Dba Hoa Management,"6595 W Smoke Ranch, # 110",Las Vegas,NV,89108,Clark,KALLFELZ TEAM DBA HOA MANAGEMENT,6595 w smoke ranch 110,kallfelz team dba hoa management,7029909707,hoa management,hoa management,hoa management,True
Shadow Crest At Highland Vistas Owners Association Inc,0214762006-8,SUB,105,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Shadow Crossings Homeowners Association,26828-2003,REG,178,(702) 247-1115,Ideal Community Management,5785 Centennial Center Blvd Ste 210,Las Vegas,NV,89149,Clark,IDEAL COMMUNITY MANAGEMENT,5785 centennial center blvd,ideal community management,7022471115,ideal community management,ideal community management,ideal community management,False
Shadow Hawk Subdivision Homeowners Association,0134102006-3,SUB,100,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Shadow Hills Master Association,12505-1998,MSTR,911,(702) 362-6262,Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,TERRA WEST MANAGEMENT SERVICES,po box 80900,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Shadow Hills West Homeowners Association Inc,1588-1986,REG,46,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Shadow Mountain Ranch Community Association,21861-2000,REG,847,(702) 433-0149,Level Community Management,8966 Spanish Ridge Avenue Suite 100,Las Vegas,NV,89148,Clark,LEVEL COMMUNITY MANAGEMENT,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,False
Shadow Mountain Ranch Landscape Maintenance Corporation,13162-1999,REG,661,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Shadow Point Homeowner'S Association,0331562018-0,SUB,102,(702) 795-3344,Associa Nevada South,3675 W Cheyenne Ave Ste 100,Las Vegas,NV,89032,Clark,ASSOCIA NEVADA SOUTH,3675 w cheyenne ave,associa,7027953344,associa,associa,associa,False
Shadow Pointe Homeowners Association,0239042015-2,REG,36,(702) 405-3300,Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 w sahara ave,pinnacle community association management,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,False
Shadow Pointe Recreation Association,19495-1994,SUB,224,(702) 933-7764,Real Properties Management Group,Po Box 95606,Las Vegas,NV,89193,Clark,REAL PROPERTIES MANAGEMENT GROUP,po box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Shadow Ridge @ Green Valley Ranch,SAME AS MASTER,SAM,118,(702) 362-6262,Green Valley Ranch Community Association,Po Box 80900,Las Vegas,NV,89180,Clark,GREEN VALLEY RANCH COMMUNITY ASSOCIATION,po box 80900,green valley ranch community association,7023626262,terra west management service,terra west management service,green valley ranch community association,False
Shadow Ridge Estates Limited Homeowners Association,0126472005-5,REG,21,(702) 365-6720,First Columbia Community Management Inc,P O Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,p o box 28759,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Shadow Springs Community Association,10016-2003,REG,611,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Shadow Trace Homeowners Association,0170902005-2,REG,53,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Shadow Wood Homeowners Association,1837-1984,REG,160,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Shadowbrook Canyon Homeowners Association,19325-2002,REG,25,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Shadowbrook Falls Homeowners Association,8362-2003,REG,94,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Blvd Ste 125,Las Vegas,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande blvd,prime community management,7028690937,prime community management,prime community management,prime community management,False
Shadowbrook Springs Homeowners Association,23768-2002,REG,27,(702) 942-2500,Community Management Group,2450 Box Canyon Dr,Las Vegas,NV,89128,Clark,COMMUNITY MANAGEMENT GROUP,2450 box canyon dr,community management group,7029422500,community management group,community management group,community management group,False
Shaylon Homeowners' Association,0812292005-4,REG,39,(702) 262-9091,Regal Property Management,3945 W Reno Ave Ste E,Las Vegas,NV,89118,Clark,REGAL PROPERTY MANAGEMENT,3945 w reno ave,regal property management,7022629091,regal property management,regal property management,regal property management,False
Sheffield Homeowners Association,0780842005-2,REG,46,(702) 435-3757,Cornerstone Community Association Management,Po Box 93625,Las Vegas,NV,89193,Clark,CORNERSTONE COMMUNITY ASSOCIATION MANAGEMENT,po box 93625,cornerstone community association management,7024353757,cornerstone community association management,cornerstone community association management,cornerstone community association management,False
Shelbourne Estates Homeowners Association,0148502019-2,REG,12,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Shenandoah Heights Homeowners Association,308-1986,REG,97,(775) 853-9777,Terra West Management Services,10651 Professional Cir Ste A,Reno,NV,89521,Carson City,TERRA WEST MANAGEMENT SERVICES,10651 professional cir,terra west management service,7758539777,terra west management service,terra west management service,terra west management service,False
Shenandoah Owners Association,972-1999,REG,80,(702) 990-9707,Hoa Management,6595 W. Smoke Ranch #110,Las Vegas,NV,89108,Clark,HOA MANAGEMENT,6595 w smoke ranch 110,hoa management,7029909707,hoa management,hoa management,hoa management,False
Sherman Oaks Estates Owners Association,11584-1999,REG,22,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste. 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
"Showcase Homeowners Association, Inc",1425-1990,SUB,100,(702) 755-9555,American Property Resources,3620 N Rancho Dr. # 118,Las Vegas,NV,89130,Clark,AMERICAN PROPERTY RESOURCES,3620 n rancho dr 118,american property resource,7027559555,american property resource,american property resource,american property resource,False
Siena Ancora @ Southern Highlands,SAME AS MASTER,SAM,120,,Olympia Management Services,11411 Southern Highlands Pkwy Ste 120,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,,,olympia management service,olympia management service,False
Siena Community Association,27013-1999,REG,2320,(702) 258-2500,Capital Consultants Management Corporation,10525 Siena Monte Ave,Las Vegas,NV,89135,Clark,CAPITAL CONSULTANTS MANAGEMENT CORPORATION,10525 siena monte ave,capital consultant management,7022582500,capital consultant management,capital consultant management,capital consultant management,False
"Siena Homeowner'S Association, The",11043-2000,SUB,156,(775) 852-2224,Equus Management Group,5480 Reno Corporate Dr #100,Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corporate dr 100,equu management group,7758522224,equu management group,equu management group,equu management group,False
Siena Townhomes Owner'S Association,34817-2004,SUB,49,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Siena Vista @ Southern Highlands,SAME AS MASTER,SAM,135,,Olympia Management Services,11411 Southern Highlands Pkwy Ste 120,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,,,olympia management service,olympia management service,False
Sierra Bouquet Owners Association,5680-1996,REG,6,(775) 832-6604,Incline Property Management,848 Tanager St Ste M,Incline Village,NV,89451,Washoe,INCLINE PROPERTY MANAGEMENT,848 tanager st,incline property management,7758326604,incline property management,incline property management,incline property management,False
Sierra Canyon Association,3067-2004,SUB,1460,(775) 337-2700,Firstservice Residential Nevada Llc,639 Isbell Rd Ste 280,Reno,NV,89509,Washoe,FIRSTSERVICE RESIDENTIAL NEVADA LLC,639 isbell rd,firstservice residential nevada,7753372700,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Sierra Cliffs Homeowners Association,0254322018-8,REG,363,(702) 515-2042,Thoroughbred Management Inc,2555 W. Cheyenne Avenue,Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT INC,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Sierra Colina Homeowners' Association,0291882017-8,REG,44,(775) 832-0284,Incline Property Management,"848 Tanager Street, Ste M",Incline Village,NV,89451,,INCLINE PROPERTY MANAGEMENT,848 tanager st,incline property management,7758320284,incline property management,incline property management,incline property management,False
Sierra Country Estates Homeowners Association,0793882008-4,REG,23,(775) 884-6176,Incline Property Management,"123 W. Nye Lane, Ste 720",Carson City,NV,89706,Carson City,INCLINE PROPERTY MANAGEMENT,123 w nye lane,incline property management,7758846176,incline property management,incline property management,incline property management,False
Sierra Crossings At Shadow Hills Owners' Association,4370-2002,REG,278,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Sierra Gardens Homeowners Association,3381-1983,REG,209,(702) 737-8580,Firstservice Residential Nevada Ll,8290 Arville St,Las Vegas,NV,89139,Washoe,FIRSTSERVICE RESIDENTIAL NEVADA LL,8290 arville st,firstservice residential nevada ll,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,True
"Sierra Grande Landscape Maintenance Association, Inc.",0190672016-0,REG,157,(702) 531-3382,Camco,1755 E. Plumb Ln St 162,Reno,NV,89502,Washoe,CAMCO,1755 e plumb ln st 162,camco,7025313382,camco,camco,camco,False
"Sierra Hills Landscape Maintenance Association, The",15644-2003,REG,138,(702) 737-8580,"Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Sierra Loma Association Inc,1453-1973,REG,196,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Washoe,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Sierra Madre At Mountains Edge Homeowners Association,0018042006-4,SUB,136,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Sierra Madre Homeowners Association,6853-1979,REG,100,(702) 767-9993,Epic Association Management,8712 Spanish Ridge Ave,Las Vegas,NV,89148,Clark,EPIC ASSOCIATION MANAGEMENT,8712 spanish ridge ave,epic association management,7027679993,epic association management,epic association management,epic association management,False
Sierra Ranch Homeowners Association,0367302005-7,REG,964,(702) 515-2042,"Thoroughbred Management, Inc.",2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,"THOROUGHBRED MANAGEMENT, INC.",2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Sierra Ranchos Property Owners Association,2017-1974,REG,212,775-284-4788,Opus 1 Community Management,1380 Greg St #208,Sparks,NV,89431,Washoe,OPUS 1 COMMUNITY MANAGEMENT,1380 greg st 208,opu 1 community management,7752844788,opu 1 community management,opu 1 community management,opu 1 community management,False
