Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
TAOS ESTATES II HOMEOWNERS' ASSOCIATION,10568-2004,REG,30,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,"259 N. PECOS ROAD, SUITE 100",HENDERSON,NV,89074,Clark,hoamco,hoamco,hoamco,hoamco,5484 reno corporate dr,False
TAOS ESTATES III HOMEOWNERS' ASSOCIATION,28997-2004,REG,30,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89113,Clark,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management,3260 fountain fall way 1026,False
TAPATIO HOMEOWNERS ASSOCIATION,18674-1994,SUB,117,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,associa,associa,associa,associa,10509 professional circle,False
TAPATIO II HOMEOWNERS ASSOCIATION,21954-1996,REG,73,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,reno property management,reno property management,reno property management,reno property management,1575 delucchi lane,False
TAPESTRY AT TOWN CENTER HOMEOWNERS ASSOCIATION,11689-2004,REG,1252,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL,2590 NATURE PARK DR STE 100,NORTH LAS VEGAS,NV,89084,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
TAPESTRY HOMEOWNERS ASSOCIATION,2858-1998,REG,133,(775) 852-2224,C/O EQUUS MANAGEMENT GROUP,5480 RENO CORPORATE DR STE 100,RENO,NV,89511,Washoe,elite hoa management,elite hoa management,elite hoa management,elite hoa management,8425 w flamingo rd,False
TARA ASSOCIATION,13214-1996,REG,84,(702) 639-8410,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMMARON RD SUITE 200,LAS VEGAS,NV,89113,Clark,capital consultant management,capital consultant management,,capital consultant management,8090 blue diamond rd,False
TARA HOMEOWNERS ASSOCIATION,1799-1984,REG,32,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
TARA VILLAS HOMEOWNERS ASSOCIATION,18143-1995,REG,181,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham lane,False
TARIM HOMEOWNERS' ASSOCIATION,9741042020-9,REG,40,(949) 672-9087,C/O SEABREEZE MANAGEMENT COMPANY,8329 W SUNSET STE 270,LAS VEGAS,NV,89113,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
TARRY TOWNE HOMEOWNERS ASSOCIATION,3723-1985,REG,112,(702) 990-9707,C/O KALLFELZ TEAM DBA HOA MANAGEMENT,2701 N TENAYA WAY STE 130,LAS VEGAS,NV,89128,Clark,apogee management,apogee management,camco,apogee management,4775 w teco ave,False
TAVO VALERA HOMEOWNERS ASSOCIATION,15308-1999,SUB,58,(775) 230-8531,"C/O ANCHOR MANAGEMENT AND CONSULTING, LLC",501 N MINNESOTA ST,CARSON,NV,89703,Washoe,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
TAYLOR CREEK HOMEOWNERS' ASSOCIATION,25529-2004,REG,21,(775) 828-3664,C/O EUGENE BURGER MANAGEMENT CORPORATION,5011 MEADOWOOD MALL WAY STE 200,RENO,NV,89502,Washoe,pinnacle community association management,pinnacle community association management,pinnacle community association management,pinnacle community association management,9330 w sahara ave,False
TEAGAN COMMUNITY ASSOCIATION,16181242021-1,REG,109,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave,False
TEMPO COMMUNITY ASSOCIATION,31417512023-2,REG,65,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
TEMPO HOMEOWNERS ASSOCIATION INC,17837-1999,REG,291,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
TEN OAKS ESTATES ASSOCIATION,4580-1989,REG,71,(702) 968-0405,C/O VARALINO COMMUNITY MANAGEMENT,6345 S PECOS RD STE 211,LAS VEGAS,NV,89120,Clark,crossover association management,crossover association management,crossover association management,nevada community management,5550 painted mirage rd,False
TEN PALMS ESTATES HOMEOWNERS ASSOCIATION,4309-1994,REG,10,(702) 556-1475,,1500 TEN PALMS COURT,LAS VEGAS,NV,89117,Clark,,,,,,
TENAYA CREEK HOMEOWNERS ASSOCIATIONS,1477-2002,REG,110,(775) 403-9109,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE STREET,LAS VEGAS,NV,89139,Washoe,community management group,community management group,community management group,community management group,2450 box canyon dr,False
TENAYA CROSSING HOMEOWNERS ASSOCIATION,0146892006-0,REG,169,(702) 818-4780,C/O SMG,PO BOX 777008,HENDERSON,NV,89077,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
TENAYA HIGHLANDS HOMEOWNERS ASSOCIATION,0595462015-3,REG,225,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,NORTH LAS VEGAS,NV,89032,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
TENAYA RIDGE HOMEOWNERS' ASSOCIATION,0143642018-2,REG,31,(702) 754-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",2920 N GREEN VALLEY PARKWAY #821,HENDERSON,NV,89014,Clark,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,2701 n tenaya way,False
TENNISTATES HOMEOWNERS ASSOCIATION,1981-1978,REG,32,(702) 856-3751,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
TERA HOMEOWNERS ASSOCIATION,305-1998,REG,220,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley pkwy,False
TERRA BELLA AT ANTHEM HOMEOWNERS ASSOCIATION,0487142005-2,REG,236,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,2701 n tenaya way,False
TERRA BELLA ESTATES HOMEOWNERS ASSOCIATION,10757-2000,REG,38,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
"TERRA BELLA OWNERS ASSOCIATION, INC",20616-2003,REG,92,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,"3100 W. SAHARA AVE., SUITE 203",LAS VEGAS,NV,89102,Clark,terra west management service,terra west management service,terra west management service,terra west management service,11135 s eastern ave,False
TERRA CROSSINGS HOMEOWNERS' ASSOCIATION,0430662016-0,REG,20,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
TERRA LINDA TOWNHOUSE HOMEOWNERS ASSOCIATION,1274-1971,REG,144,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,desert living,desert living,desert living,desert living,8925 s peco rd,False
TERRA LUNA HOMEOWNERS' ASSOCIATION,0167972018-9,SUB,116,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
TERRA MIA ESTATES HOMEOWNERS ASSOCIATION,16122-1995,REG,8,(702) 988-0321,C/O PRESTIGE MANAGEMENT GROUP LLC,770 CORONADO CENTER DRIVE STE 160,HENDERSON,NV,89052,Clark,nicklin community management service,nicklin community management service,nicklin community management service,nicklin community management service,375 n stephanie st,False
TERRA VILLA HOMEOWNERS' ASSOCIATION,12307-2004,REG,119,(702) 736-9540,C/O TAYLOR ASSOCIATION MANAGEMENT,"259 N. PECOS RD., STE. 100",HENDERSON,NV,89074,Clark,desert living,desert living,desert living,desert living,8925 s peco rd,False
TERRACES AT ROSE LAKE HOMEOWNERS ASSOCIATION,24823-2004,REG,199,(702) 990-9707,C/O KALLFELZ TEAM DBA HOA MANAGEMENT,2701 N TENAYA WAY STE 130,LAS VEGAS,NV,89128,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
TERRACES COMMUNITY ASSOCIATION,13176-1995,SUB,130,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,nevada community management,nevada community management,nevada cmmunity management,nevada community management,9500 w flamingo rd,False
"TERRACES HOMEOWNERS ASSOCIATION, THE",3671-1996,SUB,188,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
TERRACES-MESQUITE HOMEOWNERS ASSOCIATION THE,8908-1998,SUB,15,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,camco,camco,camco,camco,p o box 400518,False
TERRACINA/TERRASOL HOMEOWNERS' ASSOCIATION,20684-2003,REG,219,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave 260,False
"TERRAGONA ESTATES HOMEOWNERS ASSOCIATION, INC., THE",3051-2003,REG,20,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,5550 PAINTED MIRAGE RD STE 380,LAS VEGAS,NV,89149,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
"TERRASANO HOMEOWNERS' ASSOCIATION, INC.",0157332005-6,REG,117,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE. 100,LAS VEGAS,NV,89113,Clark,associa,associa,associa,associa,10509 professional cir,False
TERRASINI UNIT OWNERS' ASSOCIATION,27990-2004,SUB,362,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd 100,False
TERRAZA HOMEOWNERS ASSOCIATION,0086372006-5,SUB,247,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,las vega community management group,las vega community management group,las vega community management group,las vega community management group,p o box 90844,False
TERRAZZO AT MACDONALD RANCH COMMUNITY ASSOCIATION,0087752005-1,SUB,41,(702) 933-7764,"C/O REAL PROPERTIES MANAGEMENT GROUP, INC",3077 E. WARM SPRINGS RD,LAS VEGAS,NV,89120,Clark,reno property management,reno property management,reno property management,reno property management,1575 delucchi lane,False
TERRAZZO II HOMEOWNERS ASSOCIATION,0387372005-8,REG,48,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
TERRENO HOMEOWNERS ASSOCIATION,296262019-1,SUB,215,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
TESORO HOMEOWNER'S ASSOCIATION,14569-2003,REG,109,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,westward360,westward360,westward360,westward360,3265 n ft apache rd,False
TETON AT SKYE CANYON COMMUNITY ASSOCIATION,0255982015-4,SUB,209,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
TEVARE HOMEOWNERS ASSOCIATION,0216242014-8,SUB,143,702-531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,2701 n tenaya way,False
THE VILLAGE AT MARTIN'S MEADOW HOMEOWNERS'S ASSOCIATION,36714522023-6,REG,51,(775) 315-9508,,BRANDON SCOTT HILL,MINDEN,NV,89423,Douglas,,,,,,
THIRD CREEK HOMEOWNERS' ASSOCIATION,3714-1982,REG,151,(775) 832-0284,C/O INCLINE PROPERTY MANAGEMENT,"848 TANAGER STREET, STE M",INCLINE VILLAGE,NV,89451,Washoe,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd 100,False
THREE BEARS INCLINE VILLAGE UNIT-OWNERS' ASSOCIATION,0127222019-3,REG,3,(775) 385-0252,,780 W. SILVER STREET #104,ELKO,NV,89801,Washoe,,,,,,
THRIVE AT PROVIDENCE HOMEOWNERS ASSOCIATION,0133332019-4,SUB,30,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E. RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,incline property management,incline property management,incline property management,incline property management,848 tanger st,False
THRIVE HOMEOWNERS ASSOCIATION,12438762021-5,SUB,43,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL ROAD,LAS VEGAS,NV,89120,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
TIARA COURT WEST HOMEOWNERS ASSOCIATION,24438-1996,REG,25,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 WEST FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,associa,associa,associa,associa,10509 professional cir,False
TIARA HOMEOWNERS ASSOCIATION,12270-1991,REG,61,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,associa,associa,associa,associa,10509 professional circle,False
TIARA SUMMIT HOMEOWNERS ASSOCIATION,32279-2004,REG,58,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD SUITE 100,LAS VEGAS,NV,89128,Clark,seabreeze management,seabreeze management,camco,seabreeze management,8329 w sunset rd,False
TIARA SUMMIT II HOMEOWNERS ASSOCIATION,0136512006-4,REG,52,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD SUITE 100,LAS VEGAS,NV,89128,Clark,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham lane,False
TIBURON ESTATES HOMEOWNERS ASSOCIATION INC,2518-1974,REG,109,(702) 933-7764,"C/O REAL PROPERTIES MANAGEMENT GROUP, INC",P O BOX 95606,LAS VEGAS,NV,89193,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
TIBURON II HOMEOWNERS ASSOCIATION,3673-1996,REG,174,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
TIDES II HOMEOWNERS ASSOCIATION,16294-2003,REG,271,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
TIERRA BELLA HOMEOWNERS ASSOCIATION,5133-2004,SUB,162,(702) 577-3500,C/O ON THE BALL,"1180 N TOWN CENTER DRIVE, #100",LAS VEGAS,NV,89144,Clark,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham ln,False
TIERRA DE LAS PALMAS OWNERS ASSOCIATION,8872-1997,MSTR,573,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DRIVE,LAS VEGAS,NV,89128,Clark,hoamco,hoamco,hoamco,hoamco,5484 reno corporate drive,False
TIERRA ESTE HOMEOWNERS ASSOCIATION,0459272007-5,REG,126,(702) 856-3888,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON ROAD STE. 200,LAS VEGAS,NV,89113,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
TIERRA LINDA II LIMITED HOMEOWNERS ASSOCIATION,29021-2004,REG,379,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
"TIERRA LINDA LANDSCAPE MAINTENANCE ASSOCIATION, INC.",14166-2002,REG,905,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,,,,,,
TIERRA MESA ASSOCIATION,27999-2002,REG,64,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,,,,,,
TIERRA SANTA HOMEOWNERS ASSOCIATION,0278732014-1,REG,277,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,5550 PAINTED MIRAGE RD STE 380,LAS VEGAS,NV,89149,Clark,,,,,,
TIERRA VISTA @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,221,(702) 547-6362,C/O CAPITAL CONSULTANTS MANAGEMENT CORPORATION,8090 BLUE DIAMOND RD STE 240,LAS VEGAS,NV,89178,Clark,,,,,,
TIERRA VISTA COMMUNITY ASSOCIATION,2733202019-0,REG,54,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,,,,,,
TIMBER CREEK HOMEOWNERS' ASSOCIATION,0152292007-7,REG,78,(702) 368-4637,C/O ELITE HOA MANAGEMENT INC,8425 W FLAMINGO RD STE 1,LAS VEGAS,NV,89147,Clark,,,,,,
"TIMBER CREEK III LANDSCAPE MAINTENANCE ASSOCIATION, INC.",30181-1999,REG,60,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,,,,,,
TIMBER RIDGE HOMEOWNERS' ASSOCIATION,2254-2004,REG,39,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,,,,,,
TIMBER RIDGE II HOMEOWNERS ASSOCIATION,24674-2004,REG,26,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,NORTH LAS VEGAS,NV,89032,Clark,,,,,,
TIMBERLAKE STREET AND LANDSCAPE MAINTENANCE ASSOCIATION,25999-1996,REG,289,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 WEST FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,,,,,,
TIMBERLINE HOMEOWNERS ASSOCIATION,12796-1999,SUB,145,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,,,,,,
TINY TEN HOMEOWNERS,0504352017-3,REG,10,(775) 284-4434,"C/O WESTERN NEVADA MANAGEMENT, INC",255 W. PECKHAM LANE STE 2,RENO,NV,89509,Washoe,,,,,,
TIOGA RIDGE HOMEOWNERS ASSOCIATION,0163332018-9,REG,7,(702) 968-0405,C/O VARALINO COMMUNITY MANAGEMENT,6345 S PECOS RD STE 206,LAS VEGAS,NV,89120,Clark,,,,,,
TITAN ESTATES HOMEOWNERS ASSOCIATION,20057892022-3,REG,24,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE STE 130,LAS VEGAS,NV,89118,Clark,,,,,,
"TOEPA OWNERS ASSOCIATION, A NEVADA NONPROFIT CORPORATION",12344-2000,REG,24,(775) 832-0284,C/O INCLINE PROPERTY MANAGEMENT,848 TANAGER ST STE M,INCLINE VILLAGE,NV,89451,Washoe,,,,,,
"TOLBERTS MILL HOMEOWNERS' ASSOCIATION, INC.",0484192005-4,REG,59,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,,,,,,
TOPAZ COMMUNITY ASSOCIATION INC,0509462014-8,REG,44,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,,,,,,
TOPAZ SPRINGS HOMEOWNERS ASSOCIATION,17086-2000,REG,38,(702) 754-0000,"C/O INTEGRITY BASED MANAGEMENT, LLC",2920 N GREEN VALLEY PKWY #821,HENDERSON,NV,89014,Clark,,,,,,
TORREY PINES ESTATES HOMEOWNERS ASSOCIATION,7586-2004,REG,66,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,,,,,,
TORREY PINES HEIGHTS HOMEOWNERS ASSOCIATION,3016102019-9,REG,31,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,,,,,,
TORREY PINES HOMEOWNERS ASSOCIATION,7240-1981,REG,147,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,,,,,,
TORREY PINES RANCH ESTATES HOMEOWNERS ASSOCIATION,14082-2000,REG,33,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,,,,,,
TOSCANA COMMUNITY ASSOCIATION,18355-2000,SUB,480,(775) 331-5033,C/O EQUUS MANAGEMENT GROUP,"5480 RENO CORPORATE DR., STE. 100",RENO,NV,89511,Washoe,,,,,,
"TOSCANA OWNERS ASSOCIATION, INC.",19730-2002,SUB,120,(702) 361-6640,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 100,LAS VEGAS,NV,89141,Clark,,,,,,
TOSCANA VINEYARDS @ SOUTHERN HIGHLANDS,SAME AS MASTER,SAM,248,,C/O OLYMPIA MANAGEMENT SERVICES,11411 SOUTHERN HIGHLANDS PKWY STE 120,LAS VEGAS,NV,89141,Clark,,,,,,
TOSCANO RIVER TOWNHOMES ASSOCIATION INC,0442062006-0,REG,12,(775) 515-4242,C/O NEVADA COMMUNITY MANAGEMENT,704 WEST NYE LN STE 101,CARSON CITY,NV,89703,Carson City,,,,,,
TOURNAMENT HILLS COMMUNITY ASSOCIATION,9423-1991,SUB,134,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,,,,,,
TOWN CENTER ESTATES COMMUNITY ASSOCIATION,10764-2003,REG,397,(702) 933-7764,"C/O REAL PROPERTIES MANAGEMENT GROUP, INC",P O BOX 95606,LAS VEGAS,NV,89193,Clark,,,,,,
TOWN CENTER VILLAGE COMMUNITY ASSOCIATION,10765-2003,REG,465,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,,,,,,
TOWN CENTER'S HOMEOWNERS' ASSOCIATION,5019342020-5,REG,220,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,,,,,,
"TOWNES AT MONTERRA HOMEOWNERS ASSOCIATION, THE",4778702020-2,REG,46,(775) 230-8531,C/O ANCHOR MANAGEMENT AND CONSULTING LLC,963 TOPSY LN STE 306#151,CARSON CITY,NV,89705,Carson City,,,,,,
"TOWNHOMES AT RUBY VIEW HOMEOWNERS ASSOCIATION, THE",23429682022-1,REG,10,(775) 777-3217,C/O KELLY BUILDERS LLC,PO BOX 433,ELKO,NV,89803,Elko,,,,,,
TOWNHOUSE GREENS ASSOCIATION INC,1108-1970,REG,240,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE STREET,LAS VEGAS,NV,89139,Clark,,,,,,
TOWNHOUSE SOUTH ASSOCIATION INC,1420-1972,REG,104,(775) 329-7070,C/O RENO PROPERTY MANAGEMENT LTD,"1575 DELUCCHI LANE, STE 224",RENO,NV,89502,Washoe,,,,,,
"TOWNHOUSES AT HOLCOMB PLACE HOMEOWNERS ASSOCIATION, THE",0433382008-9,REG,16,(775) 515-4243,C/O NEVADA COMMUNITY MANAGEMENT,704 W NYE LN UNIT 101,CARSON CITY,NV,89703,Carson City,,,,,,
TRACCIA COMMUNITY ASSOCIATION,12870-2004,SUB,335,(702) 737-3360,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,,,,,,
TRADITIONS HOMEOWNERS ASSOCIATION,15991-2004,REG,268,(702) 737-8580,C/O FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,,,,,,
TRADITIONS I HOMEOWNERS ASSOCIATION,1055-1991,REG,20,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,,,,,,
"TRADITIONS VILLAGE 1 HOMEOWNERS ASSOCIATION, INC.",24688632022-2,REG,562,(775) 284-4788,C/O THE MANAGEMENT TRUST,755 N ROOP ST STE 106,CARSON CITY,NV,89701,Lyon,,,,,,
TRAIL RIDGE COMMUNITY ASSOCIATION,0079112006-6,REG,210,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,,,,,,
TRAILS AT DIAMOND RANCH HOMEOWNERS ASSOCIATION,30430792023-6,REG,99,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,,,,,,
TRAILSIDE POINT PROPERTY OWNERS ASSOCIATION,4582-1988,SUB,132,(702) 992-7211,C/O DESERT LIVING INC,8925 S. PECOS RD STE 15A,HENDERSON,NV,89074,Clark,,,,,,
TRAILSIDE SUBDIVISION HOMEOWNERS ASSOCIATION,0269152006-0,REG,66,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,,,,,,
TRAILWAYS SOUTHWEST HOMEOWNERS ASSOCIATION,21235352022-5,REG,100,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,,,,,,
