Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Paloma Valley Association,0218542005-5,REG,54.0,(702) 982-2587, Nevada'S Finest Properties Llc,3568 E Russell Rd,Las Vegas,NV,89120,Clark,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie
Sterling Court Ii Association,8912-2004,REG,166.0,(702) 982-2587, Nevada'S Finest Properties Llc,3568 E Russell Rd,Las Vegas,NV,89120,Clark,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie
Triple Crown Estates Homeowners Association,0430912007-0,REG,34.0,(702) 982-2587, Nevada'S Finest Properties Llc,3568 E. Russell Rd,Las Vegas,NV,89120,Clark,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,nevada finest propertie
Adiamo Homeowners' Association,0145332007-4,REG,278.0,(702) 990-2790, Ovation Property Management,6021 S Fort Apache Rd Ste 100,Las Vegas,NV,89148,Clark,6021 s ft apache rd,ovation property management,7029902790,ovation property management,ovation property management,ovation property management,ovation property management
Paseo Del Rey Homeowners Association,7864-1998,REG,80.0,(702) 990-3707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029903707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
"Richmond Park Homeowners Association, Inc., The (Dba Bavington Court Hoa)",3004-1988,REG,272.0,(702) 990-3707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029903707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Belaire Estates Property Owners Association,7091-1992,SUB,81.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Black Mountain Ranch Property Owners' Association,2737-1995,REG,165.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Brookhaven Homeowners Association,0568612006-8,REG,85.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Canyon Crest Community Association,482-1998,SUB,64.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Carina & Polaris Pointe Homeowners Association,0413132018-8,SUB,191.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,"2701 N Tenaya Way, Suite 130",Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Cordera Ranch Homeowners Association,0127372018-9,REG,68.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Desert Park Homeowners Association Inc,3652-1985,REG,44.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Duncan Court Homeowners Association,185-1985,REG,44.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Elkhorn High Noon Homeowners Association,11435-2004,REG,243.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Elkhorn Ponderosa Homeowners Association,11434-2004,REG,75.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Elkhorn Twilight Homeowners Association,11436-2004,REG,101.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
French Oaks Homeowners Association Inc,1614-1984,REG,176.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Glenview West Townhomes Association,158-1984,REG,50.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Images - Fiesta! Master Association,9455-1989,MSTR,256.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Images Homeowners Association,9456-1989,SUB,74.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Lake Mead Court Homeowners Association,0158812006-6,REG,132.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Lexington Park Homeowners' Association,0756092007-3,REG,176.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Log Cabin Ponderosa Homeowners Association,0012372006-7,SUB,73.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,"2701 N Tenaya Way, Suite 130",Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Manchester At Westlake Association,5473-2003,REG,205.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Mariposa Community Association Inc,10433-1994,REG,248.0,(702) 990-9707, Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Montecito Village Association,5839-2004,REG,192.0,(702) 990-9707, Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Rivendell Homeowners Association,0223382006-3,SUB,135.0,(702) 990-9707, Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Rosewood Homeowners Association,34321-1999,REG,51.0,(702) 990-9707, Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Safari Homeowners Association,4623-1996,REG,91.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Shadow Creek Manor Homeowners Association,12783-2004,REG,91.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Shenandoah Owners Association,972-1999,REG,80.0,(702) 990-9707, Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Silver Crossing Homeowners Association,21505-2002,REG,154.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Skypointe Unit Owners' Association,0504022005-0,REG,310.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Smoke Ranch Pines Association,4106-1988,REG,41.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Stonecliff Homeowners Association,9716-1998,SUB,172.0,(702) 990-9707, Kallfelz Team Assoc. Management Dba Hoa Mgmt,"2701 N Tenaya Way, Suite 130",Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team assoc management dba hoa mgmt,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
"Sunrise Villas Homeowners' Association, I",1071-1973,REG,62.0,(702) 990-9707, Kallfeiz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfeiz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Tanglewood Homeowners Association,2077-1982,REG,273.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Tarry Towne Homeowners Association,3723-1985,REG,112.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Terraces At Rose Lake Homeowners Association,24823-2004,REG,199.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
"Westwood Homeowners Association, Inc.",20462-2001,REG,36.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Winchester Maintenance Corporation,1742-1998,REG,96.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Windhaven Homeowners Association,0041982013-4,REG,122.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Woodcroft Homeowners Association,5038-1985,REG,56.0,(702) 990-9707, Kallfelz Team Dba Hoa Management,2701 N Tenaya Way Ste 130,Las Vegas,NV,89128,Clark,2701 n tenaya way,kallfelz team dba hoa management,7029909707,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management,kallfelz team dba hoa management
Aurora Hills Homeowners' Association,0219092015-3,REG,121.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Carriage Lane Homeowners Association,15375-1998,SUB,73.0,(702) 992-7211, Desert Living Inc,"8925 S Pecos Road, Ste 15A",Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Cinnamon Ridge Community Association,6914-2002,REG,301.0,(702) 992-7211, Desert Living Inc,8925 S. Pecos Road Suite 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Country Hills Homeowners Association,1120-1994,REG,136.0,(702) 992-7211, Desert Living Inc,8925 S. Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Granite Ridge Homeowners Association,17714-2003,REG,80.0,(702) 992-7211, Desert Living Inc,8925 South Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Green Valley Country Club Estates Homeowners Association,2001-1994,REG,129.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Indigo Run Homeowners Association,0475852005-3,REG,129.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
"La Mancha Ii Homeowners Association, Inc.",5563-1988,REG,131.0,(702) 992-7211, Desert Living Inc,"8925 S Pecos Rd, Suite 15A",Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Mission Manor Homeowners Association,10491-2004,REG,113.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Monument Pointe Owners Association,4783-1995,SUB,104.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Mystic Ridge Association,17299-1996,SUB,69.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15-A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Palm Valley Homeowners Association,7580-1991,SUB,114.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Paradise Pointe Landscape Maintenance Association,18692-2004,REG,479.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Rancho Arroyo Grande Homeowners Association,13734-1996,REG,144.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
"Royalwood Landscape Maintenance Association, Inc",4059-2000,REG,113.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Silverado Courtyards Association,3287-2000,REG,132.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Silverado Hills Ii Landscape Maintenance Association,2320-1997,REG,75.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Silverado Pointe/Ridge Homeowners Association,1338-1999,REG,184.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Sonoma Homeowners Association,23703-1999,REG,173.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Stonegate Encore North Homeowners' Association,18912-2000,REG,49.0,(702) 992-7211, Desert Living Inc,8925 South Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Trailside Point Property Owners Association,4582-1988,SUB,132.0,(702) 992-7211, Desert Living Inc,8925 S. Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
View Of Black Mountain Homeowners Association,13950-1998,REG,262.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Warm Springs Ranch Homeowners Association,0159062014-6,REG,424.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Whitney Ranch Manor Cove Homeowners Association,0444682012-4,REG,275.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Road Suite 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Windmill Heights Homeowners Association Inc,6216-1990,REG,180.0,(702) 992-7211, Desert Living Inc,8925 S Pecos Rd Ste 15A,Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
Windsor Falls Homeowners Association,0429172018-0,REG,100.0,(702) 992-7211, Desert Living Inc,"8925 S Pecos Rd, Suite 15A",Henderson,NV,89074,Clark,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,desert living
"Amber Hills Ii Homeowners' Association, Inc",7307-2002,REG,176.0,7029986087, Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark,po box 80900,terra west management service,7029986087,terra west management service,terra west management service,terra west management service,terra west management service
Summercrest Ii Community Association,23708-1997,SUB,55.0,(703) 345-2200, Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,736 w pioneer blvd,colonial property management,7033452200,colonial property management,colonial property management,colonial property management,colonial property management
"Vue At Somersett Homeowners Association, The",0956992006-2,SUB,154.0,(707) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Washoe,8290 arville st,firstservice residential nevada,7077378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pacific Harbors-Stonegate Property Owners Association,11631-1990,REG,208.0,(725) 200-3072," Real Properties Management Group, Inc",3077 E. Warm Springs,Las Vegas,NV,89120,Clark,3077 e warm spring,real propertie management group,7252003072,real propertie management group,real propertie management group,real propertie management group,real propertie management group
Coyote Springs Charter Community Association,0636312006-5,MSTR,180000.0,(725) 210-5400, Coyote Springs Investment Llc,C/O Emilia Cargill,Coyote Springs,NV,89037,Clark,c/o emilia cargill,coyote spring investment,7252105400,coyote spring investment,coyote spring investment,coyote spring investment,coyote spring investment
D'Andrea Community Association,13291-1999,MSTR,564.0,(775) 284-2050, Equus Management Group,"4888 Sparks Blvd, #102",Sparks,NV,89436,Washoe,4888 spark blvd 102,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
D'Andrea Ranch Phase-Iii Homeowners' Association,0454802011-1,REG,546.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Eagle Canyon Estates Association,3660-2002,REG,520.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
El Dorado Village Homeowners Association,2944-1978,REG,46.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Douglas,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
"First Greenbrae Cooperative Apartments, Inc.",972-1958,REG,56.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd #102,Sparks,NV,89436,Washoe,4888 spark blvd 102,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Juniper Heights Homeowners Association,2761-1987,REG,132.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Meadowridge Association Inc,1625-1978,REG,97.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd #102,Sparks,NV,89436,Washoe,4888 spark blvd 102,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
North Springs Estates Common-Interest Association,8002-1993,REG,449.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
"Preserve Homeowners Association, The",35937-2004,REG,175.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
"Sky Ranch North Homeowners Association, Inc.",8545-1993,REG,136.0,(775) 284-2050, Equus Management Group,"4888 Sparks Blvd., Ste. 102",Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Smithridge Park Townhouse Association Inc,2090-1964,REG,122.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Southwest Meadows,28583-2004,REG,248.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Lyon,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Tyler Way Townhouse Association,498-1979,REG,48.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Via Bianca Estates Homeowners Association,1361-1970,REG,228.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Suite 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
"Vineyards Homeowners Association, The",35934-2004,REG,307.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Woodside Homes Association,112-1972,REG,180.0,(775) 284-2050, Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe,4888 spark blvd,equu management group,7752842050,equu management group,equu management group,equu management group,equu management group
Arlington Towers Homeowners Association,5587-1980,REG,194.0,(775) 284-4434," Western Nevada Management, Inc","255 W Peckham Lane, Suite 2",Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Bridle Path Homeowners Association,432-1992,REG,360.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Camden At Virginia Lake Crossing Homeowners Association,0072962007-1,REG,51.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Suite 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Casitas De La Sierra Homeowners Association,13320-1999,REG,62.0,(775) 284-4434, Infinity Association Management,1285 Baring Blvd #401,Sparks,NV,89509,Washoe,1285 baring blvd 401,infinity association management,7752844434,western nevada management,infinity association management,western nevada management,western nevada management
Claridge Pointe Homeowners Association,22908-1995,REG,101.0,(775) 284-4434," Western Nevada Management, Inc","255 W Peckham Lane, Suite 2",Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Clearacre Garden No 2 Homeowners Association,5783-1983,REG,100.0,(775) 284-4434," Western Nevada Management, Inc",255 W. Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Granite Ridge Community Association,9947-2003,REG,176.0,(775) 284-4434," Western Nevada Management, Inc","255 W Peckham Lane, Ste 2",Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
Hidden Crest Homeowners' Association,8307-2004,REG,9.0,(775) 284-4434," Western Nevada Management, Inc",255 W Peckham Lane Ste 2,Reno,NV,89509,Washoe,255 w peckham lane,western nevada management,7752844434,western nevada management,western nevada management,western nevada management,western nevada management
